,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
365,Bob,1.65437,-0.66910,-2.84628,-3.79222,3.21739,0.05822,Polskor,-2.88347,2.57930,-8.82434,-1.30322,True,6.84873
366,Jorg,0.31164,0.23293,-0.89733,-1.97885,1.87997,-0.89237,Polka,0.21414,0.11905,-4.76438,-1.78993,False,1.10951
367,Jorg,1.07455,0.31771,-7.93428,-1.67834,1.63060,0.49757,Schottis,-1.40848,-0.44021,-6.38409,-0.60851,True,1.40562
368,Jorg,-0.45917,0.38142,1.09560,-3.10758,2.61025,0.14499,Slängpolskor,-0.49781,-1.79114,-10.71659,2.78834,True,-1.74807
369,Jorg,-0.55936,0.61832,-3.05814,-3.39963,2.88075,0.19779,Slängpolskor,-1.60241,0.03559,-9.40318,-1.17590,True,-4.32589
370,Jorg,0.53171,0.30429,-2.26052,-1.82012,1.75271,-0.06979,Polka,-0.45682,-0.52438,-8.06451,-1.78397,True,1.52828
371,Bob,0.19957,-0.64814,3.69200,-2.60925,2.37283,-1.01217,Polka,1.13687,-2.74555,-9.07965,-1.02569,True,2.84385
372,Jorg,0.37738,0.22047,-2.87720,-2.73477,2.48513,0.14126,Polka,0.10935,0.74365,-7.01359,-0.36572,True,0.44831
373,Jorg,0.08891,0.66635,-3.60574,-2.93676,2.49414,0.75615,Polka,1.86312,1.40132,-9.01689,-1.84336,True,-1.35834
374,Bob,1.19233,-0.92971,-7.63032,-1.87232,1.66870,-1.85755,Schottis,-0.48236,1.20127,-7.05279,-1.53424,True,2.14650
375,Atsuto,-0.30615,0.03213,-3.70321,-2.17595,1.90405,0.54401,Slängpolskor,-1.31598,0.80989,-9.54490,2.25657,True,-3.38236
376,Bob,-0.78874,0.69049,-0.71461,-2.64068,2.16574,1.39714,Hambo,0.97932,-2.72847,-7.94126,-3.09209,False,-4.30098
377,Jorg,1.53599,1.44535,-5.10098,-2.19759,1.87776,2.29484,Polskor,-1.18431,0.24465,-9.53068,-2.95079,True,5.12946
378,Bob,1.50085,-0.28432,0.57777,-2.70248,2.47386,-0.40833,Polskor,-0.96769,-0.17904,-11.36795,-2.64920,False,7.79314
379,Bob,-0.17573,-0.64497,1.71232,-2.62903,2.44167,-1.34179,Slängpolskor,0.70900,-1.89717,-8.99971,-2.42400,True,-0.02250
380,Bob,0.25351,0.55112,-2.82628,-1.94294,1.64181,0.64302,Polka,-1.43734,-0.05425,-8.34140,-3.54769,True,-0.14557
381,Jorg,0.15766,0.03120,1.72467,-1.50467,1.42021,-0.60012,Polka,1.06685,-1.13755,-10.80861,-0.49835,True,1.65064
382,Jorg,-1.32831,-0.65811,-0.28787,-1.89057,1.83218,-0.98303,Hambo,-0.74398,0.43963,-10.85725,0.64300,False,-6.78550
383,Jorg,-0.83261,-0.91055,4.04531,-2.16520,1.79648,-1.29416,Hambo,0.93357,-1.84490,-8.53715,-0.38766,True,-2.14041
384,Jorg,0.05771,-0.08070,0.26375,-2.82936,2.39294,-0.01354,Polka,1.12727,-1.68054,-9.89663,-0.20489,False,0.42041
385,Jorg,-0.50308,0.46335,-5.79490,-1.90238,1.72465,0.03942,Slängpolskor,-0.99800,0.29155,-8.05265,-0.83084,True,-5.41283
386,Jorg,1.21458,0.82741,-4.78353,-3.26062,2.77178,2.27304,Schottis,2.82830,3.63694,-6.91631,-2.03746,True,3.68114
387,Bob,-0.55127,-0.05976,0.96019,-2.80012,2.44662,0.93961,Slängpolskor,1.69725,-1.24377,-8.77786,-1.43815,False,-2.27625
388,Atsuto,0.07615,0.36665,-0.82081,-2.50488,2.30113,0.23280,Polka,-0.69589,-0.68776,-7.84956,1.68548,False,-0.02966
389,Bob,0.59012,0.41505,-6.76820,-2.26400,1.92675,0.05912,Polka,-2.55669,1.69443,-7.68550,-2.14937,True,-0.43352
390,Jorg,0.76349,0.71710,2.84926,-2.52479,2.10840,0.22525,Schottis,1.64627,1.22167,-6.22314,-1.15667,True,5.24206
391,Jorg,-0.04320,0.15886,-3.03914,-2.61727,2.40870,-0.05492,Slängpolskor,1.51924,1.06885,-12.34698,2.52842,True,-1.73556
392,Bob,-1.15897,-0.10877,-2.60237,-3.53616,2.94534,-0.66167,Hambo,-1.30642,0.33196,-7.47312,-0.97234,True,-7.09602
393,Atsuto,-0.39866,-0.48843,3.71145,-1.53960,1.35034,-0.20535,Slängpolskor,1.06567,0.21117,-10.46901,-0.52530,True,-0.13760
394,Jorg,1.21013,1.31220,-1.22740,-2.04281,1.81066,0.66037,Schottis,-2.80787,-2.89133,-12.37708,3.28637,False,5.43696
395,Jorg,0.30943,-0.04527,0.77749,-2.13148,2.02658,0.86021,Polka,1.23778,-0.44797,-8.29912,-1.29057,False,1.93589
396,Jorg,0.32129,-0.28714,1.63112,-2.35399,2.21477,-0.55668,Polka,1.56490,1.23449,-10.97799,3.06413,True,2.42199
397,Bob,-0.84073,0.20524,-3.82006,-3.03752,2.49998,0.54096,Hambo,2.11887,-3.48975,-10.32736,-1.73369,True,-6.11367
398,Jorg,1.34485,1.32356,-5.53142,-2.38167,2.08362,0.97800,Schottis,-3.55539,-1.71784,-8.97513,-1.24625,True,3.95852
399,Jorg,-2.48037,-0.12479,1.99290,-2.57845,2.25192,-0.63893,Hambo,1.27987,0.76002,-9.19855,-0.40205,True,-11.40539
400,Jorg,2.14805,0.56028,1.13657,-2.59730,2.42001,0.64073,Polskor,0.42080,-1.32434,-10.70368,-1.50147,True,11.30853
401,Jorg,1.10184,0.30901,-2.65588,-2.52881,2.24812,0.22580,Schottis,-0.45510,0.03109,-12.23063,2.38900,True,4.18128
402,Jorg,-0.31694,-0.81113,2.61038,-2.54541,2.27664,-1.89899,Slängpolskor,-2.43464,-2.21729,-10.59445,-0.05008,True,-0.27949
403,Jorg,-0.23438,-0.00257,-6.49349,-2.68449,2.37755,0.65485,Slängpolskor,-0.50057,1.40079,-7.80756,-0.76706,True,-4.41864
404,Bob,-0.13256,-0.22183,-2.14561,-2.78751,2.20667,0.07100,Slängpolskor,-1.41333,1.59904,-7.56985,-2.99979,True,-1.73559
405,Atsuto,-0.83222,-0.07635,1.89089,-1.83291,1.66627,0.21169,Hambo,0.34109,0.53272,-8.36594,-3.13174,True,-3.21564
406,Bob,1.66512,1.01768,-3.50476,-1.68670,1.50225,1.08880,Polskor,-0.94003,0.47941,-7.78997,0.05324,True,6.57321
407,Bob,0.14786,-0.30789,4.53466,-2.15161,1.95485,-0.46756,Polka,-1.94156,1.30538,-6.79964,-0.37176,True,3.00661
408,Bob,0.09138,-0.78875,5.84275,-2.07107,1.98179,0.15191,Polka,-0.99740,-0.23970,-9.76724,-1.25741,True,3.37827
409,Bob,-1.58714,-0.34782,-0.50445,-3.00225,2.43834,-0.91056,Hambo,-1.17073,-0.89551,-10.07250,-3.25509,False,-8.18793
410,Jorg,-0.64798,-0.74103,-1.01425,-2.14676,1.81403,-1.17561,Slängpolskor,-3.40359,0.53825,-6.99496,-2.01630,True,-3.74702
411,Atsuto,0.83744,-0.05469,-2.27079,-2.64827,2.35469,0.06609,Schottis,-1.28485,-0.33305,-8.21068,1.67683,True,3.05182
412,Jorg,-1.22824,1.15733,-1.33123,-2.35202,2.05933,0.52863,Hambo,2.98065,-0.07835,-8.17394,-2.80696,False,-6.80681
413,Jorg,-1.31790,-0.55074,1.11037,-1.95894,1.77264,-0.93332,Hambo,-0.49862,-0.19317,-10.53978,1.64279,False,-6.03432
414,Bob,-0.18268,-0.64476,8.14970,-3.13281,2.78034,-0.82392,Slängpolskor,-0.69423,-0.46611,-8.44960,-0.95829,True,3.16147
415,Bob,2.10304,0.23221,-1.64291,-3.34071,2.72707,0.97398,Polskor,0.53909,-1.08910,-11.79962,-2.04162,True,9.69376
416,Bob,0.73193,0.43749,3.82996,-2.13798,1.81952,0.43117,Polka,-0.15470,-2.82001,-9.17143,-1.55933,True,5.57463
417,Atsuto,0.02162,-0.52226,2.55790,-2.43790,2.22728,-0.16865,Polka,0.18107,0.60368,-8.74544,2.54556,True,1.38705
418,Bob,-1.22541,0.99703,-0.65741,-3.25161,2.68219,0.45229,Hambo,-1.62629,0.26716,-8.86952,-1.36042,False,-6.45574
419,Bob,-0.64196,0.51858,-3.84549,-3.35666,2.88322,0.14664,Slängpolskor,-3.03806,-1.00952,-9.33285,-0.72696,True,-5.13254
420,Jorg,0.20726,0.29268,0.88021,-2.58873,2.42678,-0.69089,Polka,-0.09089,-2.10550,-10.29069,-2.75089,True,1.47641
421,Jorg,0.44923,-0.46192,-0.17860,-2.64499,2.27733,-0.81258,Polka,1.40792,1.33322,-5.54602,0.24288,False,2.15686
422,Jorg,-3.12515,-1.36721,-4.61828,-1.71400,1.59685,-1.10363,Hambo,2.88630,1.19896,-10.81848,-0.00584,True,-17.93491
423,Bob,-2.20518,-0.70900,0.78582,-2.49247,2.01575,-0.17028,Hambo,-1.25003,-0.39895,-9.72644,-2.47132,False,-10.63299
424,Jorg,-0.60480,1.41009,-0.13456,-3.31946,2.82420,2.20446,Slängpolskor,0.36846,-1.20929,-8.19851,-0.68273,True,-3.09129
425,Atsuto,1.24885,-0.36379,-6.10631,-2.58816,2.26359,-0.34409,Schottis,-1.23860,-0.45893,-9.71252,3.87661,True,3.19110
426,Jorg,-0.09020,-0.16564,2.52853,-2.19914,2.04307,0.00442,Slängpolskor,0.28820,1.14669,-12.46849,0.50958,True,0.81327
427,Jorg,1.81976,1.17420,-4.36290,-2.14721,1.87043,1.73170,Polskor,0.47337,1.81475,-10.62945,0.23762,True,6.91737
428,Jorg,-0.55566,-0.14188,1.44235,-2.60188,2.25382,0.19341,Slängpolskor,0.66081,-0.03712,-8.69057,0.80602,True,-2.05715
429,Jorg,-1.56680,-0.44105,0.04226,-2.50798,2.38218,-0.64300,Hambo,2.99223,0.52623,-8.46655,0.63230,False,-7.81286
430,Jorg,1.08003,-0.50384,-1.75025,-1.84213,1.70400,-0.20282,Schottis,-1.75975,0.26789,-7.81678,-0.57101,True,4.52502
431,Atsuto,-1.66474,0.82896,-0.98144,-2.79158,2.45560,0.87980,Hambo,-0.22281,0.41858,-11.65491,3.29506,False,-8.81443
432,Jorg,-0.66456,-0.13548,-5.66435,-3.10062,2.70323,-0.04309,Slängpolskor,-2.24200,-2.28166,-9.86426,-2.45581,True,-6.15499
433,Jorg,-0.07698,0.21735,3.31620,-1.83935,1.68079,-0.31643,Slängpolskor,-2.61556,-1.29925,-10.84012,0.26301,True,1.27322
434,Atsuto,-0.40178,-0.83041,-4.27711,-1.81587,1.52323,-1.00061,Slängpolskor,-0.38766,0.15697,-7.94995,1.97087,True,-4.14743
435,Bob,1.75552,0.72961,0.26601,-2.30139,2.09717,-0.30306,Polskor,-1.21872,1.20277,-9.71137,0.86261,False,8.91063
436,Atsuto,-1.04802,0.77732,-0.97161,-1.95088,1.68777,0.49972,Hambo,-0.25805,0.56046,-10.18580,1.69324,False,-5.72589
437,Bob,-0.82809,-0.01136,5.03016,-2.20323,2.12348,-0.97872,Hambo,-1.01621,2.01985,-10.88332,-2.54660,True,-1.62535
438,Atsuto,0.75878,-0.14694,-0.88466,-2.26837,2.09238,-0.14732,Schottis,0.07881,-0.23527,-8.99892,3.17993,True,3.35158
439,Jorg,-0.95725,-0.99444,-4.34419,-2.83483,2.36975,-0.53431,Hambo,0.26507,-0.33095,-7.19577,-2.21678,True,-6.95832
440,Jorg,0.26938,-0.39338,-1.00449,-2.30263,1.90629,-1.22498,Polka,2.28172,4.18927,-10.94549,2.13248,True,0.84466
441,Atsuto,2.15025,0.60887,-10.03089,-2.17900,1.94967,1.06993,Polskor,-0.45717,1.04465,-8.77962,4.67277,True,5.73578
442,Bob,0.63596,-0.95604,-0.32557,-2.91174,2.56487,-2.25633,Polka,-2.50603,0.65307,-9.07835,-2.67532,True,3.01700
443,Jorg,2.86343,1.64770,-4.59046,-2.81408,2.37011,1.08547,Polskor,-1.15447,1.38975,-7.95987,-1.24638,True,12.02190
444,Jorg,1.62433,0.29808,-4.94495,-2.87882,2.42791,-0.48960,Polskor,-1.47970,-1.45438,-6.89212,-0.01682,True,5.64916
445,Jorg,0.06703,0.53226,-8.71075,-2.50070,2.29386,-0.05384,Polka,-1.46211,-3.78634,-12.38921,0.59569,True,-4.02021
446,Jorg,0.57775,0.63646,4.01288,-2.41398,2.32217,0.40869,Polka,-1.35820,-1.43309,-4.55306,-0.88087,True,4.89520
447,Atsuto,-1.02065,-1.66051,1.90357,-2.42043,2.16249,-1.09682,Hambo,-0.25907,0.20718,-8.22618,1.97878,False,-4.15148
448,Jorg,0.07894,-0.28311,-5.54801,-2.48177,2.13101,-0.38418,Polka,-1.32966,-2.60388,-9.35885,0.45441,True,-2.37931
449,Jorg,0.31947,0.93884,-1.08852,-2.82189,2.40513,0.92495,Polka,1.63048,0.05536,-8.60353,-1.50421,False,1.05311
450,Jorg,-0.25760,1.25877,-1.80141,-1.57012,1.52410,1.21734,Slängpolskor,3.71722,0.21229,-10.66599,-0.83699,False,-2.18871
451,Jorg,-1.48325,0.07408,-7.22352,-2.04120,1.81455,0.66376,Hambo,-0.16434,-1.29256,-5.40162,0.28932,True,-11.02799
452,Jorg,0.48573,-0.11399,6.26149,-1.87109,1.64688,0.27608,Polka,0.06388,0.51649,-7.29845,-1.67829,True,5.55940
453,Bob,0.60471,0.09697,5.80158,-2.00490,1.73497,-0.26908,Polka,-1.29733,1.37328,-10.64501,-1.61325,True,5.92435
454,Atsuto,1.12771,0.34252,-1.74760,-1.64429,1.42677,0.75361,Schottis,0.58172,0.45185,-10.27682,0.71215,True,4.76473
455,Bob,-0.47675,0.55126,-1.13907,-2.70129,2.39609,0.72793,Slängpolskor,-0.76531,-0.41247,-12.59129,-2.85002,False,-2.95330
456,Bob,-0.06163,0.40565,0.93035,-2.27386,2.06916,-0.23847,Slängpolskor,-1.21031,-0.31239,-9.74367,-1.28952,True,0.15703
457,Bob,0.69630,-0.29707,1.54898,-2.01014,1.68806,-0.39506,Polka,-2.79822,4.12700,-6.89157,-2.19355,True,4.25600
458,Jorg,0.43706,-0.29504,6.66113,-2.77350,2.29049,-0.67403,Polka,1.86147,0.95142,-6.53921,-0.33507,True,5.51586
459,Jorg,1.10263,-0.40725,-3.43468,-2.25613,2.14100,-0.25710,Schottis,1.47662,-2.48561,-5.46575,-1.48838,True,3.79581
460,Bob,0.29830,0.91837,-8.82580,-3.13443,2.78181,1.14158,Polka,0.14405,0.72422,-10.53749,-0.18937,True,-2.92141
461,Jorg,0.09068,0.80598,1.35959,-2.31661,2.16685,1.24601,Polka,0.27821,2.45164,-7.23681,-1.34755,True,1.13318
462,Jorg,1.64653,0.41186,-4.20580,-3.30817,2.79636,-0.23716,Polskor,0.98578,-0.95672,-9.92017,-1.04934,True,6.12977
463,Atsuto,-1.16321,-0.22549,-3.80535,-1.43005,1.27803,-0.76017,Hambo,-0.38997,0.35224,-9.59442,1.88575,True,-7.71870
464,Bob,0.72658,-1.33700,-3.65955,-2.72615,2.19968,-1.52093,Polka,-1.13996,1.28776,-8.32097,-3.91733,True,1.80312
465,Jorg,-1.00150,-0.71287,3.48456,-2.12183,1.81335,-0.07279,Hambo,-1.64390,-0.11213,-9.82696,0.65009,True,-3.26523
466,Jorg,0.06694,0.35792,0.05526,-2.58230,2.36079,0.25131,Polka,-2.07084,-0.66536,-8.05363,-2.16419,False,0.36235
467,Jorg,1.39739,0.97323,-2.35852,-1.81704,1.62003,0.58497,Schottis,0.62906,-0.70290,-6.88591,-0.16337,True,5.80771
468,Atsuto,1.59891,-0.32703,-2.69487,-1.64227,1.43764,-0.89444,Polskor,-0.81710,-0.20622,-8.92887,2.81137,True,6.64709
469,Jorg,1.00544,1.44202,-1.04954,-2.50749,2.36490,0.62134,Schottis,-1.28417,-0.27296,-6.21323,-0.23476,False,4.50245
470,Jorg,-1.13603,0.26010,-0.90744,-2.24706,1.87909,-0.25530,Hambo,-0.20576,-2.02196,-9.38094,2.62401,False,-6.13389
471,Jorg,-1.91081,1.50713,-1.83055,-2.19028,1.87858,0.54720,Hambo,0.43065,1.22888,-9.45606,1.77567,False,-10.46935
472,Jorg,1.33707,0.13985,-9.08134,-2.68974,2.47222,0.54579,Schottis,-1.74868,0.21528,-9.89005,-0.32452,True,2.14468
473,Jorg,0.38267,-0.66139,0.09090,-2.13671,1.97927,-0.35014,Polka,2.89494,2.18882,-7.19609,-1.87821,False,1.95880
474,Jorg,1.58601,-0.11771,-2.98061,-1.99047,1.72439,-0.07641,Polskor,0.06513,-0.11860,-7.62860,0.19556,True,6.43972
475,Atsuto,0.06660,1.30515,1.90390,-1.56149,1.40764,1.28263,Polka,-1.42646,0.06241,-9.46262,2.67650,True,1.28494
476,Bob,-0.30409,-0.02809,2.18739,-2.06804,1.85362,-0.42618,Slängpolskor,0.42521,-0.47088,-6.90626,-3.82054,True,-0.42676
477,Bob,-1.71933,0.30544,-2.01138,-2.45648,2.26826,0.39834,Hambo,-0.39218,0.58933,-9.83280,-0.83037,True,-9.60235
478,Bob,1.50301,0.03927,0.28678,-2.09683,2.02182,-0.22347,Polskor,-1.70967,1.13352,-9.35966,-3.10327,False,7.65846
479,Bob,-1.97873,-0.81581,-0.60015,-3.81540,3.15442,-1.34270,Hambo,-0.62174,0.65300,-8.96687,-1.93841,True,-10.19373
480,Jorg,-0.37389,-0.26203,-1.17548,-2.50137,2.35513,0.55504,Slängpolskor,3.39124,2.18531,-6.49091,0.58552,True,-2.45718
481,Jorg,-0.64257,1.15277,2.76072,-2.65005,2.34074,1.73242,Slängpolskor,-0.09305,-1.90446,-9.90691,0.14042,True,-1.83249
482,Bob,-1.63406,-0.57233,1.68188,-3.14784,2.62276,-1.00914,Hambo,-0.79589,3.32684,-9.01439,0.43073,True,-7.32937
483,Bob,-1.81379,-0.73711,0.59755,-3.84477,3.25289,-1.04603,Hambo,-0.51026,-0.00980,-11.45759,-3.63820,False,-8.77016
484,Jorg,0.06805,0.28802,-1.62623,-2.35533,2.09939,1.00309,Polka,-2.11351,-1.88566,-11.62124,-0.24960,True,-0.47287
485,Atsuto,-0.05788,-1.26375,4.84011,-1.43658,1.30211,-2.26544,Slängpolskor,0.50134,-0.54529,-7.48694,2.39976,True,2.13068
486,Bob,-0.04170,-0.65048,1.88342,-3.56126,3.10733,0.27186,Slängpolskor,1.00474,-0.22679,-7.85108,-1.99447,True,0.73321
487,Atsuto,-0.64912,-0.58540,-2.77432,-2.18315,1.86583,-0.99380,Slängpolskor,-1.03632,0.31119,-7.81671,3.06718,True,-4.63274
488,Jorg,1.44355,-1.44870,2.00666,-3.12911,2.64711,-0.88368,Schottis,1.92728,2.08864,-8.35142,-1.65138,False,8.22108
489,Jorg,0.32577,-0.77830,-0.35591,-2.87763,2.48449,-1.39252,Polka,-0.53608,0.08784,-10.44922,-0.38282,True,1.45092
490,Bob,0.12355,-0.56197,1.20714,-3.03638,2.48655,-0.51806,Polka,-2.37056,1.50514,-9.27280,-2.78530,False,1.22132
491,Jorg,0.22135,0.06616,1.71500,-2.65433,2.28206,0.15799,Polka,-0.66282,-1.52250,-6.79131,-1.77268,True,1.96425
492,Atsuto,-0.44690,0.17422,2.26164,-2.06295,1.86266,0.89927,Slängpolskor,0.20184,1.12301,-8.30220,1.23721,True,-1.10368
493,Bob,0.55949,0.55415,-5.29537,-2.42552,1.89001,0.73041,Polka,0.72221,-1.43900,-8.81192,-1.23140,True,0.14977
494,Atsuto,-0.18059,-1.07972,3.39412,-2.39725,2.17158,-0.90560,Slängpolskor,1.28054,1.30765,-9.56897,0.26202,True,0.79411
495,Bob,-0.30811,-1.13144,-1.10083,-2.38561,2.16139,-1.51513,Slängpolskor,-0.12461,0.91040,-9.58965,-1.78347,True,-2.09097
496,Atsuto,-0.60621,-0.92218,3.20867,-2.38813,2.08233,-0.56651,Slängpolskor,-0.11280,-0.59018,-6.49008,1.78107,True,-1.42674
497,Atsuto,0.73529,0.40793,-5.40913,-2.57667,2.26883,1.32928,Polka,0.15963,-0.53444,-10.36580,-2.03268,True,0.97187
498,Jorg,-1.16853,-0.81009,-0.10942,-3.04265,2.58782,-0.63988,Hambo,1.27507,1.04796,-8.04963,-1.97286,False,-5.89734
499,Jorg,2.65739,-0.12945,-1.41880,-2.07638,1.81299,0.33683,Polskor,-3.34831,-1.34146,-9.55629,-1.89826,True,12.57755
500,Bob,-1.34124,0.15763,-1.07902,-2.50508,1.99643,-0.05086,Hambo,0.52113,-3.50103,-8.74827,-2.14377,False,-7.24570
501,Atsuto,-0.52894,-0.93662,-2.18070,-1.87463,1.62749,-1.24953,Slängpolskor,-0.77748,0.35937,-7.81175,3.09880,True,-3.73505
502,Jorg,-2.22556,-1.63092,3.32781,-2.04142,1.89529,-1.20489,Hambo,0.70953,-0.83704,-12.14214,1.96583,True,-9.46389
503,Jorg,1.00741,1.04001,-0.14524,-1.86129,1.75309,0.75778,Schottis,1.49465,0.69964,-8.49589,-0.18348,False,4.96444
504,Jorg,-0.14778,0.13915,-3.62203,-2.28397,1.91779,0.40331,Slängpolskor,0.06427,-0.46915,-6.82960,-1.33104,True,-2.54993
505,Bob,-0.33342,0.64517,1.72733,-2.75258,2.23013,0.08751,Slängpolskor,-0.79046,0.74915,-9.53106,-3.10498,True,-0.80345
506,Jorg,0.55518,-0.07997,-7.06141,-2.41928,2.26893,-0.46756,Polka,0.66209,0.11142,-13.17323,2.94563,True,-0.75483
507,Jorg,-0.69094,-0.48149,-3.48122,-1.83141,1.67081,0.31091,Slängpolskor,-0.37985,-0.61620,-6.89620,-0.63095,True,-5.19531
508,Bob,1.23934,-0.50284,-1.41366,-2.86018,2.32226,-0.66595,Schottis,0.99048,-0.28133,-8.10485,-2.58840,True,5.48987
509,Bob,-0.00010,0.92774,-2.98946,-2.25749,1.92054,1.81408,Slängpolskor,-3.04144,0.35510,-8.59815,-2.51454,True,-1.49525
510,Atsuto,0.38720,0.17643,-3.01736,-2.72576,2.37755,-0.52512,Polka,0.82656,-0.33166,-7.94236,1.46486,True,0.42734
511,Atsuto,-2.01896,-1.22127,5.57503,-2.95229,2.60067,0.09539,Hambo,0.80132,0.28581,-8.93449,1.55882,True,-7.30728
512,Bob,-2.43234,-0.96503,3.88628,-2.89651,2.73497,0.29875,Hambo,-1.53565,1.56280,-6.61361,-2.23635,True,-10.21855
513,Jorg,-1.81780,-0.16090,-0.09398,-2.37477,2.16023,-0.87996,Hambo,1.20310,2.40954,-7.72245,-0.96355,False,-9.13598
514,Jorg,1.53620,-0.91902,-3.43986,-2.80576,2.53241,-0.94165,Polskor,-3.17062,-2.82329,-6.33420,-1.06139,True,5.96107
515,Jorg,0.89859,0.82190,-2.96329,-2.34194,2.03533,0.94769,Schottis,0.00959,-0.55321,-8.84968,-0.17087,True,3.01132
516,Bob,1.12144,0.01411,2.26872,-2.59204,2.26891,0.04843,Schottis,-1.08198,-1.67710,-8.78518,-1.67085,True,6.74157
517,Bob,1.69132,1.46409,-0.14203,-1.87967,1.80033,1.23567,Polskor,-0.46058,-1.18015,-10.21536,-0.44982,True,8.38557
518,Atsuto,0.22178,-0.21337,-1.60205,-2.00929,1.80547,-0.05436,Polka,1.10604,-0.16960,-9.45278,1.51633,True,0.30788
519,Bob,-1.02973,-0.44313,-2.08192,-2.51342,2.41487,-0.70465,Hambo,1.05600,-1.79788,-7.79191,-2.33979,True,-6.18959
520,Bob,-0.41864,-1.07580,-0.31735,-2.67118,2.45119,-1.36121,Slängpolskor,1.40220,0.27929,-9.79042,-2.62113,True,-2.25186
521,Jorg,-0.33744,-0.33642,-4.04924,-2.71580,2.25510,-0.69750,Slängpolskor,-0.14237,1.33401,-7.32102,-1.86743,True,-3.71180
522,Bob,0.11787,0.89840,-2.18132,-3.33928,2.86592,0.17430,Polka,-0.91981,-0.43939,-8.09321,-2.08708,True,-0.50133
523,Jorg,-0.18169,-0.52707,-5.10954,-2.43816,2.03951,-0.69419,Slängpolskor,0.45390,2.30493,-4.18555,-0.62688,True,-3.46320
524,Jorg,-0.19700,-0.66037,4.09972,-2.20628,2.07113,-0.74715,Slängpolskor,-0.31634,2.04334,-10.52506,1.49740,True,1.06484
525,Jorg,-1.12848,-0.52555,6.58548,-2.40478,2.15325,0.34722,Hambo,1.38025,1.05404,-10.08691,1.11054,True,-2.34964
526,Jorg,0.62091,-1.12711,1.31329,-1.75638,1.62369,-1.76316,Polka,2.88693,0.23478,-8.31307,-2.32107,False,3.76118
527,Jorg,-0.12547,0.13227,-0.00698,-2.97906,2.49827,0.28291,Slängpolskor,-0.95194,-0.65721,-7.03963,-0.50118,False,-0.63084
528,Jorg,0.01066,-0.56182,-4.30328,-1.67460,1.58167,-1.26817,Polka,0.06913,0.87467,-11.87330,3.73507,True,-2.09835
529,Jorg,0.49957,0.04773,-0.95752,-2.78944,2.48764,-0.93464,Polka,0.68705,-0.47680,-9.16926,-0.18402,False,2.01909
530,Jorg,2.37887,-0.35411,-3.72682,-1.94360,1.86064,-0.43911,Polskor,-0.66624,-1.69679,-7.84072,-1.32009,True,10.03093
531,Atsuto,-0.63571,0.50883,0.67539,-2.06836,1.88648,0.24199,Slängpolskor,-0.72709,0.23677,-8.08406,2.56991,True,-2.84084
532,Jorg,-0.99056,-0.34429,-1.29413,-1.88742,1.76352,-0.41956,Hambo,0.68192,0.53026,-6.68975,-0.27656,True,-5.59989
533,Atsuto,0.10374,-1.29307,-0.03890,-2.57127,2.32351,-1.06656,Polka,0.11786,-0.04388,-9.08580,1.79605,True,0.49923
534,Jorg,1.81677,0.29932,-4.27669,-2.64745,2.25787,-0.76478,Polskor,0.26138,1.63535,-9.85723,4.46916,True,6.94550
535,Jorg,0.76674,1.49593,-3.43443,-2.47714,2.21725,1.31254,Schottis,-0.69953,-0.49251,-8.32199,-1.31026,True,2.11647
536,Atsuto,-1.23817,-0.42024,-0.83805,-1.51389,1.32331,-0.32208,Hambo,0.23678,0.31495,-9.78830,3.36440,True,-6.60990
537,Atsuto,0.15593,-0.45090,-1.86177,-2.46760,2.14591,0.65575,Polka,0.71884,0.50654,-8.10482,-1.41437,True,-0.15125
538,Bob,0.88224,-0.08103,-3.59883,-2.87551,2.37011,-0.59938,Schottis,-0.45264,-0.10118,-8.16181,-2.64382,True,2.61178
539,Bob,1.81178,0.14737,-4.49150,-3.50245,3.05691,0.02067,Polskor,-1.01121,-0.52469,-11.34844,-3.03793,True,6.81314
540,Jorg,-0.83398,0.15776,1.11187,-2.88669,2.57614,-0.04161,Hambo,0.32293,-2.37484,-9.22603,-0.28648,True,-3.61395
541,Jorg,-1.10834,-1.11348,-2.55580,-2.17528,2.11112,-1.06962,Hambo,2.11559,1.69831,-10.28213,4.21087,True,-6.81958
542,Atsuto,1.04583,0.58455,-3.37214,-2.36611,2.15469,0.60934,Schottis,0.72094,0.63792,-8.35249,-2.22293,True,3.54310
543,Atsuto,-0.46474,1.61227,-8.95882,-2.08834,1.90869,1.32317,Slängpolskor,2.08096,0.58985,-11.27709,0.00869,True,-6.80310
544,Jorg,0.25102,0.61190,-0.86449,-2.45934,2.12526,-0.16114,Polka,-1.60762,-3.88314,-8.93094,-0.77216,False,0.82284
545,Atsuto,0.05498,0.74240,-8.52834,-1.86087,1.63831,0.56038,Polka,0.19687,0.52615,-9.94393,1.09759,True,-3.98929
546,Bob,-0.32927,1.07469,-3.83116,-1.52913,1.48941,1.39552,Slängpolskor,0.54724,0.17878,-9.44546,-1.29718,True,-3.56191
547,Atsuto,1.93144,0.46094,-1.56342,-2.68471,2.38678,1.08718,Polskor,-0.31450,-0.15774,-8.61419,1.53092,True,8.87551
548,Jorg,0.96022,-0.47545,-1.15175,-1.61273,1.57809,-0.48015,Schottis,-2.98983,-0.89631,-8.10954,-1.47475,True,4.22520
